Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,6675-70480,"Grape & Railroad Canyon Road, Lake",Company Owned,"31800 Grape Street, #A",Lake Elsinore,CA,US,925329701,951-245-0755,GMT-08:00 America/Los_Angeles,-117.3,33.66
Starbucks,11465-105235,2nd & F Street,Company Owned,"601 W 2ND ST, University Village",SAN BERNARDINO,CA,US,924103205,909 381-3129,GMT-08:00 America/Los_Angeles,-117.3,34.1
Starbucks,73641-93058,Albertsons-Riverside #6514,Licensed,8938 Trautwein Rd,Riverside,CA,US,925089401,951-656-6603,GMT-08:00 America/Los_Angeles,-117.32,33.89
Starbucks,24630-223790,UCR at Glen Mor,Licensed,400 W Big Springs Rd,Riverside,CA,US,925070001,9518277567,GMT-08:00 America/Los_Angeles,-117.32,33.98
Starbucks,26191-243770,Valley Center & Lorene,Company Owned,14508 Valley Center,Victorville,CA,US,92395,760-552-2623,GMT-08:00 America/Los_Angeles,-117.32,34.51
Starbucks,6864-80841,"Wood & Van Buren, Riverside",Company Owned,"19040 Van Buren Blvd., 115",Riverside,CA,US,925089159,951-776-2330,GMT-08:00 America/Los_Angeles,-117.33,33.89
Starbucks,17691-164144,Alessandro & Mission Grove,Company Owned,"371 Alessandro Blvd., Galleria at Tyler",Riverside,CA,US,92508,9517762263,GMT-08:00 America/Los_Angeles,-117.33,33.92
Starbucks,9628-97235,"Canyon Crest & Central, Riverside",Company Owned,"5225 Canyon Crest Drive, 88",Riverside,CA,US,925076301,951-683-4981,GMT-08:00 America/Los_Angeles,-117.33,33.96
Starbucks,6462-40020,University & I-215,Company Owned,"4275 N. UNIVERSITY PARKWAY, The Shops at Tanforan",San Bernardino,CA,US,924077052,909-887-2256,GMT-08:00 America/Los_Angeles,-117.33,34.17
Starbucks,75232-103008,CSU/San Bernadino Student Union Rel,Licensed,5500 University Pkwy,San Bernardino,CA,US,924072393,909-880-7159,GMT-08:00 America/Los_Angeles,-117.33,34.18
Starbucks,75232-94113,CSU/San Bernadino - Commons Bldg,Licensed,5500 University Pkwy,San Bernardino,CA,US,924072393,909-880-7159,GMT-08:00 America/Los_Angeles,-117.33,34.18
Starbucks,11472-105237,Palmdale & Kentwood,Company Owned,15327 Palmdale Road,Victorville,CA,US,923922403,760 245-5192,GMT-08:00 America/Los_Angeles,-117.33,34.51
Starbucks,10672-101357,Roy Rogers & Civic Drive,Company Owned,"15617 Roy Rogers Dr., C1",Victorville,CA,US,923942154,760-843-3557,GMT-08:00 America/Los_Angeles,-117.33,34.52
Starbucks,10809-102531,"Collier & Central, Lake Elsinore",Company Owned,"18285 Collier Avenue, N",Lake Elsinore,CA,US,925302786,951-245-4701,GMT-08:00 America/Los_Angeles,-117.34,33.69
Starbucks,76693-98339,Target Lake Elsinore T-2195,Licensed,18287 Collier Ave,Lake Elsinore,CA,US,925302755,951-674-2620,GMT-08:00 America/Los_Angeles,-117.34,33.69
Starbucks,5370-1092,University & Iowa - Riverside,Company Owned,"1201 University Avenue, Ste. 101",Riverside,CA,US,925074506,(951) 274-9605,GMT-08:00 America/Los_Angeles,-117.34,33.98
Starbucks,10666-101361,"Blaine & Iowa, Riverside",Company Owned,"1280 W. Blaine Street, A",Riverside,CA,US,925079101,951-686-5947,GMT-08:00 America/Los_Angeles,-117.34,33.98
Starbucks,11466-105236,Bear Valley & Cottonwood,Company Owned,"14848 Bear Valley Road, Dunia Plaza",Victorville,CA,US,923959009,760 243-0613,GMT-08:00 America/Los_Angeles,-117.34,34.47
Starbucks,5903-34379,Bear Valley & I-15,Company Owned,"14329 Bear Valley Road, #5",Victorville,CA,US,923927643,760-244-8551,GMT-08:00 America/Los_Angeles,-117.35,34.47
Starbucks,11748-106190,Mall of Victor Valley First Floor,Company Owned,"14400 Bear Valley Rd, K07",Victorville,CA,US,923925470,760-245-2768,GMT-08:00 America/Los_Angeles,-117.35,34.47
Starbucks,9323-95841,Little League & I-215,Company Owned,3225 Little League Drive,San Bernardino,CA,US,92407,909-473-8940,GMT-08:00 America/Los_Angeles,-117.36,34.19
Starbucks,73659-95044,Albertsons-Lake Elsinore #6798,Licensed,"30901 Riverside Dr, Lake Elsinore City Center",Lake Elsinore,CA,US,925304934,951-245-5492,GMT-08:00 America/Los_Angeles,-117.37,33.69
Starbucks,11463-103816,"Van Buren & King, Riverside",Company Owned,"16810 Van Buren Blvd., 101",Riverside,CA,US,925045769,951-780-6576,GMT-08:00 America/Los_Angeles,-117.37,33.88
Starbucks,10889-102536,"3rd & Market , Riverside",Company Owned,3311 Market Street,Riverside,CA,US,925012828,9517829836,GMT-08:00 America/Los_Angeles,-117.37,33.99
Starbucks,2996-93285,Riverside & Valley,Company Owned,1611 S. Riverside Avenue,Rialto,CA,US,923767707,909-879-0279,GMT-08:00 America/Los_Angeles,-117.37,34.07
Starbucks,10222-99070,Riverside & I-210,Company Owned,2004 North Riverside,Rialto,CA,US,923774600,909-875-8452,GMT-08:00 America/Los_Angeles,-117.37,34.14
Starbucks,16007-162926,Target Riverside T-291,Licensed,3333 Arlington Ave,Riverside,CA,US,925063252,951-784-6430,GMT-08:00 America/Los_Angeles,-117.38,33.95
Starbucks,9454-95104,Main & Mountain Vista,Company Owned,13166 Main Street,Hesperia,CA,US,923454667,760-956-8674,GMT-08:00 America/Los_Angeles,-117.38,34.43
Starbucks,6977-39999,Arlington & 91 Fwy,Company Owned,3434 Arlington Avenue,Riverside,CA,US,925063921,9517820584,GMT-08:00 America/Los_Angeles,-117.39,33.95
Starbucks,74672-95989,Vons-Riverside #2659,Licensed,3520 Riverside Ave,Riverside,CA,US,92506,951-342-7924,GMT-08:00 America/Los_Angeles,-117.39,33.96
Starbucks,76970-136440,Super Target Hesperia ST-2468,Licensed,12795 Main St,Hesperia,CA,US,923459110,760-949-3062,GMT-08:00 America/Los_Angeles,-117.39,34.43
Starbucks,2892-91364,Arlington & Brockton,Company Owned,"3707 Arlington Avenue, Tyler Center",Riverside,CA,US,925062608,951-276-0924,GMT-08:00 America/Los_Angeles,-117.4,33.95
Starbucks,11236-104237,Arlington & Streeter,Company Owned,"5200 Arlington Avenue, Jurupa Valley Spectrum",Riverside,CA,US,925042604,951-509-2673,GMT-08:00 America/Los_Angeles,-117.42,33.95
Starbucks,76298-95039,Target-Fontana T-660,Licensed,16964 Slover Ave,Fontana,CA,US,923377556,909-356-4242,GMT-08:00 America/Los_Angeles,-117.43,34.06
Starbucks,10132-99746,Sierra & Jurupa,Company Owned,"11255 SIerra Avenue, 1",Fontana,CA,US,923377579,909-350-0667,GMT-08:00 America/Los_Angeles,-117.44,34.05
Starbucks,21888-206411,Sierra & Valley,Company Owned,10067 Sierra Avenue,Fontana,CA,US,92335,909-320-0082,GMT-08:00 America/Los_Angeles,-117.44,34.07
Starbucks,23759-232344,Sierra Lakes & Citrus,Company Owned,16595 Sierra Lakes Parkway,Fontana,CA,US,92336,909-368-3915,GMT-08:00 America/Los_Angeles,-117.44,34.14
Starbucks,16388-162744,Indian Truck & I-15,Company Owned,"11762 De Palma Road, 1A",Corona,CA,US,928835240,951-277-1834,GMT-08:00 America/Los_Angeles,-117.45,33.75
Starbucks,79760-108476,Vons - South Corona #2818,Licensed,11800 De Palma Road,SOUTH CORONA,CA,US,928838498,951-603-0810,GMT-08:00 America/Los_Angeles,-117.45,33.75
Starbucks,11025-103449,Van Buren & Arlington,Company Owned,"6390 Van Buren Blvd., 102",Riverside,CA,US,925032176,951-359-1385,GMT-08:00 America/Los_Angeles,-117.45,33.95
Starbucks,11226-104852,Foothill & Citrus,Company Owned,16192 Foothill Blvd,Fontana,CA,US,923353356,909 356-5254,GMT-08:00 America/Los_Angeles,-117.45,34.11
Starbucks,6616-67300,Magnolia & Tyler Center,Company Owned,"3782 Tyler Street, C, University Village",Riverside,CA,US,925034174,951-688-1210,GMT-08:00 America/Los_Angeles,-117.46,33.91
Starbucks,5369-1133,Galleria at Tyler Mall Floor 2,Company Owned,2264 Galleria at Tyler,Riverside,CA,US,925034144,951-637-0198,GMT-08:00 America/Los_Angeles,-117.46,33.91
Teavana,28381-250045,Teavana - Galleria at Tyler,Company Owned,"1299 Galleria at Tyler, #G209",Riverside,CA,US,92503,951-689-0525,GMT-08:00 America/Los_Angeles,-117.46,33.91
Starbucks,5685-5119,Clay & Limonite,Company Owned,"8022 Limonite Ave, Suite 107",Riverside,CA,US,925096117,9516817115,GMT-08:00 America/Los_Angeles,-117.46,33.98
Starbucks,10224-99737,La Sierra & Indiana,Company Owned,3312 La Sierra Ave.,Riverside,CA,US,925035224,951-509-0648,GMT-08:00 America/Los_Angeles,-117.47,33.9
Starbucks,76303-90544,Target Fontana North T-1958,Licensed,"15272 Summit Ave, Falconridge Town Center",Fontana,CA,US,923360231,909-463-7214,GMT-08:00 America/Los_Angeles,-117.47,34.15
Starbucks,2846-80381,Summit & I-15,Company Owned,"15270 Summit Avenue, #100",Fontana,CA,US,923360235,909-803-2571,GMT-08:00 America/Los_Angeles,-117.47,34.15
Starbucks,7974-95460,Pierce & 91 Fwy,Company Owned,"3950 Pierce Street, Suite N",Riverside,CA,US,925053809,951-359-1453,GMT-08:00 America/Los_Angeles,-117.49,33.9
Starbucks,74627-90542,Vons-Fontana #1742,Licensed,"7930 Cherry Ave, Fontana Retail Center",Fontana,CA,US,923364017,909-429-3928,GMT-08:00 America/Los_Angeles,-117.49,34.11
Starbucks,6449-39939,Baseline & I-15,Company Owned,13518 Baseline Avenue,Fontana,CA,US,923365473,909-899-3596,GMT-08:00 America/Los_Angeles,-117.51,34.12
Starbucks,29837-255025,Target Corona T-1548,Licensed,2615 Tuscany St,Corona,CA,US,92881,951-277-3075,GMT-08:00 America/Los_Angeles,-117.52,33.82
Starbucks,9621-97363,Cajalco & Highway 15,Company Owned,"2690 Tuscany Street, 101",Corona,CA,US,928814652,951-340-0424,GMT-08:00 America/Los_Angeles,-117.52,33.82
Starbucks,74567-79466,Vons-Corona #2381,Licensed,535 N McKinley St,Corona,CA,US,928791297,951-278-8012,GMT-08:00 America/Los_Angeles,-117.52,33.89
Starbucks,13306-105328,McKinley & Griffin,Company Owned,"344 N. McKinley St., 101, The Shops @ Sycamore Creek",Corona,CA,US,928797108,951-340-2002,GMT-08:00 America/Los_Angeles,-117.52,33.89
Starbucks,6978-82123,Ontario & I-15,Company Owned,1575 E. Ontario Ave.,Corona,CA,US,928813608,951-371-0497,GMT-08:00 America/Los_Angeles,-117.53,33.84
Starbucks,8942-263704,Victoria Gardens South Mainstreet,Company Owned,"12443 S. Mainstreet, Space 1250",Rancho Cucamonga,CA,US,91739,,GMT-08:00 America/Los_Angeles,-117.53,34.11
Teavana,28475-250162,Teavana - Victoria Gardens,Company Owned,"12478 N. Main St., Unit No. 3320",Rancho Cucamonga,CA,US,91701,909-463-1272,GMT-08:00 America/Los_Angeles,-117.53,34.11
Starbucks,20162-171186,Macy's-Victoria Gardens #533,Licensed,7855 Kew Ave,Rancho Cucamunga,CA,US,917398801,9096463333,GMT-08:00 America/Los_Angeles,-117.53,34.11
Starbucks,73223-21731,Albertsons-Corona #6796,Licensed,1260 E Ontario Ave,Corona,CA,US,928813600,951-734-8451,GMT-08:00 America/Los_Angeles,-117.54,33.85
Starbucks,9509-96446,Day Creek & Foothill,Company Owned,8025 Day Creek Blvd.,Rancho Cucamonga,CA,US,917398029,909-463-0423,GMT-08:00 America/Los_Angeles,-117.54,34.11
Starbucks,6673-65581,Day Creek & Highland,Company Owned,"12273 Highland Avenue, 100, Victoria Gardens",Rancho Cucamonga,CA,US,917392575,909-899-8960,GMT-08:00 America/Los_Angeles,-117.54,34.13
Starbucks,9627-96925,Jurupa & I-15,Company Owned,"4880 E. Motor Lane, B",Ontario,CA,US,917612251,909-974-0174,GMT-08:00 America/Los_Angeles,-117.55,34.05
Starbucks,17852-181644,Ontario Mills Mall Floor 1,Company Owned,"1 Mills Circle, 319, Village at Ontario Center",Ontario,CA,US,917645209,909-481-6814,GMT-08:00 America/Los_Angeles,-117.55,34.07
Starbucks,26799-243984,Ontario Mills Mall 2,Company Owned,"1 Mills Circle, KI01",Ontario,CA,US,91764,9092297474,GMT-08:00 America/Los_Angeles,-117.55,34.07
Teavana,28549-250026,Teavana - Ontario Mills,Company Owned,"One Mills Circle, #707",Ontario,CA,US,91764,909-484-5931,GMT-08:00 America/Los_Angeles,-117.55,34.07
Starbucks,5453-238624,Ontario Mills & Mills Circle,Company Owned,"960 Ontario Mills Drive, Vineyard & Walnut",Ontario,CA,US,91764,9099878303,GMT-08:00 America/Los_Angeles,-117.55,34.08
Starbucks,5715-5488,Magnolia & Ontario,Company Owned,"469 Magnolia Ave, #110",Corona,CA,US,928793303,951-280-0953,GMT-08:00 America/Los_Angeles,-117.56,33.85
Starbucks,76197-92524,Target Norco T-736,Licensed,1290 Hamner Ave,Norco,CA,US,928603117,951-371-1872,GMT-08:00 America/Los_Angeles,-117.56,33.9
Starbucks,11596-104820,Hidden Valley & The 15 Fwy,Company Owned,455 Hidden Valley Parkway,Norco,CA,US,928603972,951-272-0274,GMT-08:00 America/Los_Angeles,-117.56,33.9
Starbucks,9549-96447,6th Street & Hamner,Company Owned,"3699 Hamner Avenue, #A",Norco,CA,US,928603624,951-808-4832,GMT-08:00 America/Los_Angeles,-117.56,33.94
Starbucks,8902-93274,Limonite and Hamner,Company Owned,"12700 Limonite Avenue, C-1",Corona,CA,US,928809630,951-738-8256,GMT-08:00 America/Los_Angeles,-117.56,33.98
Starbucks,76397-95760,Target Mira Loma T-1961,Licensed,"12471 Limonite Ave, Mission Hills Village",Mira Loma,CA,US,917522457,951-256-5261,GMT-08:00 America/Los_Angeles,-117.56,33.98
Starbucks,74670-96200,Vons-Riverside #2688,Licensed,6170 Hamner Ave,Riverside,CA,US,92505,951-360-1901,GMT-08:00 America/Los_Angeles,-117.56,33.98
Starbucks,6940-83521,Milliken & 4th,Company Owned,1041 N. Milliken Avenue,Ontario,CA,US,917645023,909-481-6117,GMT-08:00 America/Los_Angeles,-117.56,34.08
Starbucks,76744-106253,Target Ontario T-2245,Licensed,4200 E 4th St,Ontario,CA,US,917645250,909-579-3040,GMT-08:00 America/Los_Angeles,-117.56,34.08
Starbucks,26995-245954,Ralphs Rancho Cucamonga # 13,Licensed,7369 Milliken Ave,Rancho Cucamonga,CA,US,91730,909-944-4827,GMT-08:00 America/Los_Angeles,-117.56,34.12
Starbucks,73545-53560,Albertsons - Rancho Cucamonga #6520,Licensed,"11358 Kenyon Way, Terra Vista Village",Rancho Cucamonga,CA,US,917019231,909-941-7166,GMT-08:00 America/Los_Angeles,-117.56,34.14
Starbucks,6752-75820,Foothill & Spruce,Company Owned,10831 Foothill Blvd.,Rancho Cucamonga,CA,US,917303859,909-466-0622,GMT-08:00 America/Los_Angeles,-117.57,34.11
Starbucks,3940-146324,Target Rancho Cucamonga T-301,Licensed,10576 Foothill Blvd,Rancho Cucamonga,CA,US,917303890,,GMT-08:00 America/Los_Angeles,-117.57,34.11
Starbucks,5916-35279,Baseline & Haven,Company Owned,"10540 Baseline Road, B",Rancho Cucamonga,CA,US,917016328,909-581-1295,GMT-08:00 America/Los_Angeles,-117.57,34.12
Starbucks,5267-433,Santa Margarita Pkwy & Antonio Pkwy,Company Owned,31437 Santa Margarita Parkway,Rancho Santa Margarita,CA,US,926881831,(949) 888-8510,GMT-08:00 America/Los_Angeles,-117.58,33.65
Starbucks,15955-106079,Albertsons - Corona #6641,Licensed,"7070 Archibald St, Corona Crossing",Corona,CA,US,92880,951-279-0333,GMT-08:00 America/Los_Angeles,-117.59,33.96
Starbucks,20179-179044,Archibald & Schleisman,Company Owned,"14268 Schleisman Road, 440",Eastvale,CA,US,92880,951-737-7259,GMT-08:00 America/Los_Angeles,-117.59,33.96
Starbucks,20768-206407,Archibald & 60 fwy,Company Owned,2548 S. Archibald Ave,Ontario,CA,US,91761,909-930-1040,GMT-08:00 America/Los_Angeles,-117.59,34.03
Starbucks,2823-95248,Archibald & Inland Empire,Company Owned,791 N. Archibald Avenue,Ontario,CA,US,917644600,909-605-6518,GMT-08:00 America/Los_Angeles,-117.59,34.07
Starbucks,9625-95615,Foothill & Archibald,Company Owned,9754 Foothill Blvd.,Rancho Cucamonga,CA,US,917303694,909-483-6876,GMT-08:00 America/Los_Angeles,-117.59,34.11
Starbucks,76395-92526,Target Rancho Santa Margarita T-914,Licensed,30602 Santa Margarita Pkwy,Rancho Santa Margarita,CA,US,926882815,949-459-1543,GMT-08:00 America/Los_Angeles,-117.6,33.64
Starbucks,6531-39920,Vineyard & Walnut,Company Owned,2570 S. Vineyard Avenue,Ontario,CA,US,917616481,909-947-6650,GMT-08:00 America/Los_Angeles,-117.61,34.03
Starbucks,11746-104778,Vineyard & Holt,Company Owned,111 N. Vineyard Avenue,Ontario,CA,US,917644494,909-390-2759,GMT-08:00 America/Los_Angeles,-117.61,34.06
Starbucks,47588-258973,Albertsons - Rancho Cucamonga 3177,Licensed,"8850 Foothill Blvd, Day Creek Village",Rancho Cucamonga,CA,US,91730,909-484-7237,GMT-08:00 America/Los_Angeles,-117.61,34.11
Starbucks,74525-63240,Vons-Rancho Cucamonga #2147,Licensed,8778  19th St,Rancho Cucamonga,CA,US,917014608,909-989-1000,GMT-08:00 America/Los_Angeles,-117.61,34.13
Starbucks,13681-108130,Carnelian & 19th,Company Owned,"8678 19th Street, 100",Rancho Cucamonga,CA,US,917014559,909-481-2784,GMT-08:00 America/Los_Angeles,-117.62,34.13
Starbucks,49572-267936,Albertsons -Upland #599,Licensed,1910 N. Campus Ave,Upland,CA,US,91784,909-946-4447,GMT-08:00 America/Los_Angeles,-117.64,34.13
Starbucks,8858-94195,Campus & 19th,Company Owned,"1943 North Campus Avenue, #D",Upland,CA,US,917848218,909-931-4419,GMT-08:00 America/Los_Angeles,-117.64,34.13
Starbucks,76304-90543,Target Upland T-1834,Licensed,1931 N Campus Ave,Upland,CA,US,917841667,909-985-0348,GMT-08:00 America/Los_Angeles,-117.64,34.13
Starbucks,5268-436,Santa Margarita & Los Alisos,Company Owned,27698 Santa Margarita Parkway,Mission Viejo,CA,US,926916674,(949) 830-8374,GMT-08:00 America/Los_Angeles,-117.65,33.65
Starbucks,6812-79895,Portola & Glenn Ranch Rd,Company Owned,"27412 Portola Parkway, G",Lake Forest,CA,US,92630,949-597-0675,GMT-08:00 America/Los_Angeles,-117.65,33.67
Starbucks,74589-83729,Vons-Upland #2681,Licensed,81 West Foothill Blvd,Upland,CA,US,917863846,909-981-7709,GMT-08:00 America/Los_Angeles,-117.65,34.11
Starbucks,19791-199544,Green River Road & SR-91,Company Owned,4718 Green River Road,Corona,CA,US,92880,951-582-9533,GMT-08:00 America/Los_Angeles,-117.66,33.88
Starbucks,10424-97308,Lake Forest & Dimension,Company Owned,20790 Lake Forest Drive,Lake Forest,CA,US,926307737,949-457-1134,GMT-08:00 America/Los_Angeles,-117.67,33.66
Starbucks,76347-88962,Target Foothill Ranch T-913,Licensed,26792 Portola Pkwy,Foothill Ranch,CA,US,926101712,714-454-2360,GMT-08:00 America/Los_Angeles,-117.67,33.69
Starbucks,26570-244451,Mountain & 60,Company Owned,"2304 South Mountain Avenue, Ontario Mills",Ontario,CA,US,91762,909-229-1162,GMT-08:00 America/Los_Angeles,-117.67,34.03
Starbucks,7967-94940,Mountain & 6th,Company Owned,"1520 N. Mountain Ave., B",Ontario,CA,US,917621128,909-391-4245,GMT-08:00 America/Los_Angeles,-117.67,34.09
Starbucks,6428-39980,Foothill & Mullberry,Company Owned,"1013 W. Foothill Blvd., A",Upland,CA,US,917863788,909-981-6424,GMT-08:00 America/Los_Angeles,-117.67,34.11
Starbucks,28797-250719,Alton Pkwy & Rancho Pkwy South,Company Owned,20451 Alton Pkwy,Lake Forest,CA,US,92610,9493223785,GMT-08:00 America/Los_Angeles,-117.68,33.68
Starbucks,24325-237107,Central & The I-10,Company Owned,"9389 Central Avenue, B",Montclair,CA,US,91763,909-519-5296,GMT-08:00 America/Los_Angeles,-117.69,34.08
Starbucks,17693-180530,Montclair Plaza First Floor,Company Owned,"5060 East Montclair Plaza, Suite 5067",Montclair,CA,US,917631500,909-399-5728,GMT-08:00 America/Los_Angeles,-117.69,34.09
Starbucks,669-443,Central & Olive,Company Owned,"9015-A Central Ave, Mart of Montebello",Montclair,CA,US,917631646,(909) 399-9938,GMT-08:00 America/Los_Angeles,-117.69,34.09
Starbucks,5600-1912,Bake & Trabuco,Company Owned,"24531-A Trabuco Road, Lake Forest Village",Lake Forest,CA,US,926302162,949-837-8841,GMT-08:00 America/Los_Angeles,-117.7,33.66
Starbucks,47250-256930,Holt & Ramona,Company Owned,"4490 Holt Blvd, Suite A",Montclair,CA,US,91763,909-294-0620,GMT-08:00 America/Los_Angeles,-117.71,34.06
